Geneid	EDLARFE1	EDLARFE2	EDLARFE3	EDLARME1	EDLARME2	EDLARME3	EDLCIBFE1	EDLCIBFE2	EDLCIBFE3	EDLCIBME1	EDLCIBME2	EDLCIBME3	EDLCR6H1	EDLCR6H2	EDLCR6H3	EDLM9FE1	EDLM9FE2	EDLM9FE3	EDLM9ME1	EDLM9ME2	EDLM9ME3	MC2ARFE1	MC2ARFE2	MC2ARFE3
EDL933_RS18125	372	866	1667	1212	1656	1114	939	224	938	2940	179	955	1124	955	810	594	391	3630	2636	2980	1904	1534	1136	1202
EDL933_RS18130	7	21	33	15	19	15	39	10	145	57	15	26	223	245	31	36	22	202	197	140	64	26	13	24
EDL933_RS18135	19	50	91	47	63	48	147	52	327	178	74	97	387	370	83	122	89	513	205	162	81	445	313	270
EDL933_RS18140	72	98	278	114	161	158	274	73	234	405	126	217	175	238	159	140	95	702	257	358	207	293	295	231
EDL933_RS18145	5	7	31	5	10	8	21	4	42	25	15	17	51	59	10	30	31	241	29	36	17	62	30	33
EDL933_RS18150	8	7	17	4	12	12	13	4	39	26	10	7	46	47	9	15	13	139	16	32	4	17	12	22
EDL933_RS18155	9	8	17	1	6	8	7	0	26	15	1	2	18	33	2	4	7	63	10	8	4	17	4	6
EDL933_RS18160	1	6	8	0	8	5	3	3	28	5	0	0	14	39	4	2	8	39	5	4	6	6	5	9
EDL933_RS18165	3	3	18	5	9	5	13	7	39	23	3	10	38	37	11	5	11	88	15	13	8	12	10	13
EDL933_RS18170	4	6	17	9	20	14	19	16	60	33	17	16	51	77	9	31	17	200	19	23	30	21	33	21
EDL933_RS18175	4	0	10	2	7	3	24	12	66	7	5	5	48	73	15	16	36	160	6	9	10	48	42	30
EDL933_RS18180	3	6	25	11	12	13	27	8	72	17	5	5	72	62	20	29	46	183	32	24	16	34	26	35
EDL933_RS18190	3	3	16	7	2	2	29	11	34	12	5	8	34	41	20	21	20	100	16	13	10	14	14	17
EDL933_RS18195	3	17	25	14	3	7	50	14	96	18	28	5	36	80	20	47	29	208	26	28	16	31	19	24
EDL933_RS18200	0	11	9	2	0	4	30	8	58	13	4	1	46	54	16	20	23	86	21	25	3	18	9	10
EDL933_RS18205	11	18	35	15	15	20	46	8	110	36	22	20	103	90	27	36	24	173	46	33	17	50	44	29
EDL933_RS18210	31	77	152	50	102	56	110	45	184	93	68	58	165	177	77	78	65	464	120	180	72	204	128	170
EDL933_RS18215	677	1233	2259	2140	2192	1555	2458	607	2196	2804	2200	2429	1550	1820	1286	2116	1723	16436	4215	6149	3507	3174	1979	2039
EDL933_RS18220	43	67	123	116	126	184	228	55	366	259	408	249	163	225	135	144	176	1198	288	212	122	191	137	124
EDL933_RS18225	99	92	222	189	179	117	540	153	337	334	115	213	248	393	324	265	212	1433	446	397	220	340	210	262
EDL933_RS18230	170	166	416	248	281	177	652	122	566	589	218	310	642	752	462	398	323	2379	596	659	301	500	417	445
EDL933_RS18235	105	162	336	191	185	139	562	129	722	583	193	355	897	804	390	326	311	2027	480	590	251	418	374	317
EDL933_RS18240	46	109	247	163	187	161	507	115	721	563	205	301	599	765	303	346	272	1827	556	569	254	350	221	269
EDL933_RS18245	307	655	1385	962	1305	586	1806	291	896	897	282	498	1112	1309	1043	3658	3447	28040	12166	12036	6012	1329	954	907
EDL933_RS18250	17	75	167	97	100	143	260	43	396	175	36	167	699	633	119	118	86	686	418	343	159	200	167	188
EDL933_RS18255	14	75	132	73	130	111	286	70	1034	396	85	149	1551	1720	183	248	222	1534	552	620	292	131	98	111
EDL933_RS18260	20	30	71	60	73	65	357	60	1979	291	204	271	2450	2607	203	444	364	2398	560	638	312	159	80	102
EDL933_RS18265	13	31	97	55	31	46	137	48	239	131	111	94	188	288	108	49	63	286	122	112	71	111	89	78
EDL933_RS18270	8	35	55	24	42	28	60	13	218	75	11	18	327	356	31	40	31	174	205	216	97	57	44	31
EDL933_RS18275	2	7	15	15	12	7	30	8	31	18	16	14	41	53	26	31	15	120	81	67	57	13	6	5
EDL933_RS18280	4	10	21	17	16	10	36	11	33	33	36	21	51	74	40	36	29	154	102	83	92	25	9	8
EDL933_RS18285	103	118	309	222	174	171	486	143	371	659	300	500	454	620	344	255	173	1164	494	611	243	390	258	229
EDL933_RS18290	262	279	772	541	544	455	1285	319	1135	1419	630	1193	1391	1523	721	582	491	3164	1186	1450	599	1035	704	705
EDL933_RS18295	209	327	800	564	660	492	1151	250	1397	1457	296	994	1952	2142	749	735	530	3582	1469	1567	665	1029	751	796
EDL933_RS18300	601	1217	2523	1702	2135	1718	2974	745	5092	4472	947	2674	5608	5427	2292	1813	1282	9592	3792	4325	1888	3156	2463	2443
EDL933_RS18305	348	921	1883	1261	1605	1233	2519	703	5331	3702	726	1705	5001	5195	1930	1432	972	6946	3500	3620	1550	2470	1659	1967
EDL933_RS18310	740	867	2530	1190	1463	989	2848	362	890	3785	1057	2201	874	1430	1508	1043	997	7282	3206	3284	1540	3560	2523	2403
EDL933_RS18315	1185	1928	4576	2306	3203	2194	4247	512	2835	6687	1624	3256	2754	3657	2024	1554	1375	10087	4609	5270	2284	6672	4450	4519
EDL933_RS18320	283	576	1250	768	890	680	1437	201	1763	1461	397	680	1561	2112	482	557	391	2986	1234	1166	425	2460	1989	1935
EDL933_RS18325	1045	1723	3862	2784	2930	2134	4146	610	4870	4387	1867	1852	3652	5188	1379	1318	901	7442	2613	3145	1125	8470	6262	6563
EDL933_RS18330	2945	3130	8556	6358	5369	4240	11599	2165	8597	11337	9901	6221	5663	9623	4550	2948	2412	17490	6212	6665	2569	16157	12650	13203
EDL933_RS18335	1773	2037	5672	3789	3351	2483	11880	2237	7309	9279	8147	5846	4769	8073	5123	3213	2500	17650	6508	6183	2756	10792	8498	8582
EDL933_RS18340	204	261	720	497	449	316	2639	439	1831	2022	967	1126	1077	1769	1101	862	619	4549	1730	1621	689	1500	1410	1232
EDL933_RS18345	49	78	224	88	122	72	143	64	608	171	57	63	647	694	69	1200	943	9125	2021	1658	924	356	197	244
EDL933_RS18350	26	70	177	106	127	122	169	59	354	345	65	151	323	419	92	283	232	1579	588	543	283	270	137	164
EDL933_RS18355	436	816	1728	989	1342	1411	813	273	1534	2446	580	999	1948	1548	619	413	275	2019	1529	1460	776	2372	1625	1760
EDL933_RS18360	44	74	189	89	124	97	311	104	1708	209	157	86	1576	1856	280	159	52	452	239	180	91	275	197	182
EDL933_RS18365	16	25	66	54	59	40	575	97	1416	51	70	86	2229	1705	312	101	105	499	429	385	122	102	112	136
EDL933_RS18370	622	1822	1696	7628	4159	3566	40675	12896	50648	2228	20283	12428	34097	43389	24621	5404	4234	20191	8788	9611	8155	4557	2546	4559
EDL933_RS18375	53	121	269	218	209	264	462	191	376	651	571	480	320	349	326	160	128	1009	394	491	211	380	237	229
EDL933_RS18380	494	814	2018	1929	1419	1497	1850	312	846	3196	1126	3220	660	771	1153	282	261	1860	1172	1535	704	1927	1566	1473
EDL933_RS18385	100	182	413	415	294	336	432	86	268	923	237	680	235	285	239	75	69	412	319	390	150	471	351	355
EDL933_RS18390	559	648	3850	2022	1351	2135	1485	217	945	399	126	1192	733	729	446	213	194	1249	330	361	205	3686	3360	3666
EDL933_RS18395	84	82	641	382	219	334	334	64	658	205	62	192	582	532	141	103	79	626	255	217	73	717	673	657
EDL933_RS18400	173	204	640	537	388	234	1256	400	2033	1276	649	772	1725	2104	515	271	197	1483	512	504	198	946	692	731
EDL933_RS18405	340	649	1499	919	1064	858	2174	568	3176	2388	1024	1292	3432	3551	1242	1077	774	6264	2141	2515	1122	2006	1490	1442
EDL933_RS18410	22	45	80	52	46	53	180	21	357	140	34	97	500	490	84	182	293	1382	344	234	89	118	83	93
EDL933_RS18415	81	131	358	182	203	162	509	93	637	470	250	270	907	876	242	764	1010	6003	1042	702	363	518	290	334
EDL933_RS29075	13	35	59	46	41	26	100	30	122	135	66	85	138	189	51	152	164	1315	278	158	86	99	49	62
EDL933_RS18420	569	639	578	1463	1495	688	5711	1952	13826	1477	1882	931	1318	4239	2058	6428	2593	9253	1770	1384	2698	509	293	237
EDL933_RS18425	568140	351945	1148355	1221029	567722	424337	1098056	665476	1285295	640222	1284824	851865	1881209	1206759	1038209	941674	958598	5000580	1285014	1198268	820099	817467	452353	517661
EDL933_RS18430	4	18	30	35	24	15	103	3	186	47	26	25	103	154	37	368	182	1332	693	537	365	3	0	4
EDL933_RS18435	201086	69208	241061	328058	110028	82679	253283	220591	263394	152785	432830	256755	379736	263205	286636	270180	213880	1059684	267219	255267	144700	174644	110752	126038
EDL933_RS18440	984	1007	2199	1557	1746	1389	6660	21203	26931	3497	6498	3447	15265	17451	15455	2104	1892	12512	1261	1574	892	7085	5234	5665
EDL933_RS18445	126	355	753	483	539	473	792	227	1078	2564	339	789	1140	1461	783	562	389	2749	1204	1539	651	1239	856	887
EDL933_RS18450	335	652	1405	847	1109	785	1486	301	1985	3781	644	1165	1830	2028	1022	876	573	4206	1871	2390	1145	2314	1649	1720
EDL933_RS18455	1175	1644	3684	3147	3132	2664	3824	907	2633	6507	2803	3017	2358	2261	1900	1690	1393	9011	2899	3782	1566	5439	3967	3858
EDL933_RS18460	17	30	63	41	59	60	58	17	111	152	39	71	117	128	43	54	59	380	132	179	64	220	181	203
EDL933_RS18465	3369	4898	9706	10748	7988	7131	5909	4517	5717	25208	32846	13687	2557	3496	3470	1948	1474	6295	1166	1328	728	13499	8222	9344
EDL933_RS18470	200	223	624	276	309	215	215	62	314	505	105	117	339	337	164	640	746	4609	1170	1254	456	698	467	465
EDL933_RS18475	88	70	182	109	151	96	384	75	622	653	150	205	536	651	300	1092	1413	15305	757	1050	621	337	273	271
EDL933_RS18480	52	68	157	98	118	92	434	101	756	797	305	258	606	944	338	1087	2192	20230	1125	1625	914	285	284	265
EDL933_RS18485	6	6	27	12	6	7	85	16	370	45	21	26	402	465	55	57	87	425	73	66	32	76	41	74
EDL933_RS18490	28	61	144	122	128	56	733	141	2515	543	162	200	2268	2370	389	641	479	2854	659	540	318	348	208	240
EDL933_RS18495	52	89	258	156	187	128	846	200	1989	437	164	231	2322	2199	523	447	369	2519	687	527	310	422	337	301
EDL933_RS18500	85	107	289	124	160	145	577	252	669	374	210	182	1281	1168	414	253	247	1484	598	516	241	468	345	334
EDL933_RS18505	3971	7315	16921	9259	10865	8624	13328	1875	1798	46499	5604	21360	2275	3305	7922	4573	4311	28644	23229	28265	13612	13194	8004	9290
EDL933_RS18510	9240	14168	38566	19442	21711	18458	27880	4038	4325	93352	11672	43543	5099	6632	16112	8801	8144	61245	49724	60709	26490	26971	18855	20092
EDL933_RS18515	8640	12171	36989	18629	20288	17012	24751	3646	5686	77121	9546	31013	5117	7032	14498	7896	6869	60427	44155	52308	23800	25921	18789	20572
EDL933_RS18520	4783	6917	20663	10886	12306	10236	13526	1925	4035	40835	4722	15877	3358	4492	7653	4543	3822	34023	23046	27490	13384	14968	10240	11517
EDL933_RS18525	591	1012	2086	1608	1722	1448	3353	1006	4488	6133	2325	3061	3924	4419	2360	1956	1395	8757	3462	3773	1635	3112	2312	2130
EDL933_RS18530	69	147	369	200	201	186	309	61	608	324	108	157	713	643	139	256	242	1441	453	394	190	531	321	280
EDL933_RS18535	105	232	555	355	397	312	778	171	1181	629	190	409	1368	1312	530	506	420	2850	862	726	358	758	479	514
EDL933_RS18540	502	594	1161	1189	1131	914	4208	4825	3876	3058	3056	3098	1807	2486	4480	838	692	5216	928	1106	744	2340	1528	1683
EDL933_RS18545	68	142	367	288	301	281	387	118	780	536	329	376	746	739	224	346	312	1750	410	495	273	616	324	416
EDL933_RS18550	63	158	277	339	313	225	453	94	571	480	457	498	589	548	208	131	121	868	290	312	153	344	294	265
EDL933_RS18555	400	607	1175	986	1056	738	1499	294	1221	1907	960	941	892	1066	665	442	356	2283	869	902	577	2606	1576	1546
EDL933_RS18560	53	198	345	238	262	184	833	232	1969	976	416	980	2283	2336	548	401	310	2064	837	867	354	431	344	325
EDL933_RS18565	112	276	510	367	375	255	1271	331	2989	1407	709	1451	2891	3297	863	711	571	3469	1264	1272	604	665	416	485
EDL933_RS18570	140	298	667	544	584	495	870	311	2766	2079	526	687	2482	2320	546	579	412	3091	1016	1075	525	843	703	725
EDL933_RS29255	30469	29077	66320	46806	41464	19666	335923	89207	312875	81483	44611	52724	245399	340104	171956	233286	371109	1102988	187867	241806	82871	96430	69595	74506
EDL933_RS18575	17	38	125	92	95	62	181	12	805	218	19	44	794	951	82	164	142	1072	453	360	150	222	122	186
EDL933_RS18580	141	565	880	1153	872	758	1701	249	5685	1994	478	764	4208	4999	749	1130	1111	6818	2989	2901	1336	673	311	580
EDL933_RS18585	25	93	230	108	199	110	179	9	740	223	75	86	751	687	70	365	331	2128	686	599	339	176	74	146
EDL933_RS18590	89	251	574	347	351	349	286	36	464	332	72	166	565	581	102	411	375	2951	1474	1712	755	338	133	281
EDL933_RS18595	6	15	35	10	19	13	61	14	38	169	105	101	44	51	19	38	33	351	155	152	125	119	56	73
EDL933_RS18605	35	27	126	37	37	34	126	27	160	97	33	50	106	139	56	161	142	1115	180	223	102	216	200	233
EDL933_RS18610	54	78	235	95	98	78	305	61	471	184	81	104	387	450	112	426	329	2655	427	459	227	684	523	601
EDL933_RS18615	7	17	40	21	21	19	68	11	104	36	13	16	79	100	28	93	76	543	109	113	50	293	201	203
EDL933_RS18620	60	85	218	86	102	97	303	59	656	192	76	114	699	684	160	420	351	2380	392	449	194	510	345	409
EDL933_RS18630	7	10	36	27	12	14	53	14	208	46	20	33	138	177	24	87	53	391	94	66	27	185	129	149
EDL933_RS18635	8	11	38	19	16	13	44	11	148	35	11	29	136	155	26	66	36	281	75	56	25	233	196	239
EDL933_RS18640	7	14	25	13	13	8	31	5	78	16	5	14	80	96	18	43	22	219	49	28	13	40	53	49
EDL933_RS18645	8	15	52	23	18	20	48	13	88	34	14	28	92	92	35	42	29	222	63	61	21	55	57	52
EDL933_RS18650	6	6	42	14	13	18	36	5	29	23	18	23	33	34	19	16	21	121	35	44	16	38	25	33
EDL933_RS18655	39	91	259	124	103	82	230	71	329	267	140	290	342	383	143	205	155	959	291	261	128	112	98	109
EDL933_RS29260	1	5	39	6	16	5	39	1	104	17	3	7	93	128	18	46	57	290	61	38	22	24	15	23
EDL933_RS18665	26	33	135	38	52	38	125	23	363	133	38	47	455	554	59	168	155	1063	248	162	115	154	86	108
EDL933_RS18670	8	10	31	19	18	5	46	8	58	39	13	14	38	54	9	29	18	106	28	22	26	40	8	19
EDL933_RS18675	5	12	32	9	10	4	45	7	52	22	11	9	36	56	7	17	9	130	36	28	33	48	23	48
EDL933_RS18680	2	2	13	4	3	3	22	4	15	18	2	4	19	38	11	7	6	27	17	15	1	19	19	25
EDL933_RS18685	1	5	5	5	1	10	18	4	14	9	2	3	16	28	7	3	8	12	16	12	3	12	8	2
EDL933_RS18690	8	34	72	50	36	27	126	32	179	118	56	60	213	234	69	99	75	524	122	122	58	123	76	88
EDL933_RS18695	0	12	34	10	21	15	58	14	81	52	17	31	108	102	35	62	48	303	74	70	54	83	46	56
EDL933_RS18700	33	85	127	147	126	107	324	115	312	316	190	192	335	462	170	241	171	1055	314	333	149	214	132	163
EDL933_RS18705	0	7	13	2	11	2	11	0	22	21	3	5	31	36	3	50	47	126	19	18	7	38	22	28
EDL933_RS18710	1	6	26	6	7	10	13	4	19	19	3	14	44	41	7	21	8	54	19	17	9	44	33	52
EDL933_RS18715	5	20	64	15	14	15	45	10	116	55	19	31	147	198	24	32	28	176	70	45	21	157	101	122
EDL933_RS18720	8	20	27	19	16	12	42	8	92	65	32	20	81	85	12	13	13	82	38	40	11	98	48	58
EDL933_RS18725	9	17	20	14	10	12	16	10	35	13	8	3	42	37	6	10	8	57	13	15	8	39	7	30
EDL933_RS18730	4	5	6	1	1	1	10	2	8	9	4	1	18	24	2	4	5	25	15	4	11	13	16	17
EDL933_RS18735	28	45	92	60	72	43	72	38	218	127	108	63	201	248	52	65	57	399	141	99	49	144	89	95
EDL933_RS29265	30	50	140	92	77	87	331	59	784	112	42	100	988	1350	152	230	228	1348	278	168	80	427	236	323
EDL933_RS18750	5	5	23	12	11	21	8	8	56	27	18	15	79	82	2	16	14	60	47	31	12	35	12	24
EDL933_RS29270	5	1	3	6	2	0	5	0	15	5	1	0	12	17	0	13	15	48	17	3	2	6	7	3
EDL933_RS18760	2	1	2	6	2	0	7	0	13	1	1	0	6	11	0	14	9	48	13	6	2	7	8	5
EDL933_RS18765	2	6	33	9	12	16	17	1	44	14	1	1	42	60	3	9	13	55	35	28	20	38	15	17
EDL933_RS18770	4	5	26	12	4	11	18	1	20	5	2	2	29	50	3	9	5	55	18	16	8	31	13	16
EDL933_RS18775	1	2	8	7	8	3	13	1	67	7	0	3	55	69	1	10	15	57	12	10	2	58	37	43
EDL933_RS18780	4	11	12	7	9	10	70	12	174	17	12	9	142	162	36	23	33	259	13	19	2	175	116	122
EDL933_RS18785	19	13	63	12	24	24	189	44	242	31	31	12	223	309	132	68	91	615	49	46	15	510	348	441
EDL933_RS18790	18	32	56	12	32	13	150	54	213	43	17	9	144	253	102	44	76	494	42	52	21	480	356	412
EDL933_RS18795	9	13	39	7	15	6	48	23	110	47	32	20	96	114	27	49	52	328	45	61	27	226	137	204
EDL933_RS18800	26	35	117	49	61	45	90	41	200	133	102	62	157	190	87	143	153	841	116	139	73	328	247	277
EDL933_RS18805	87	89	204	101	121	127	196	152	413	429	164	102	265	366	233	185	131	1109	106	101	72	884	623	671
EDL933_RS18810	43	65	104	57	73	68	106	102	170	254	103	61	93	179	149	117	79	585	44	47	36	488	308	342
EDL933_RS18815	79	199	560	318	355	294	150	118	1062	440	82	92	1315	777	135	62	41	293	64	51	37	776	639	758
EDL933_RS18820	148	390	1139	611	690	564	307	246	1802	887	158	158	2360	1531	268	130	99	582	145	129	77	1669	1316	1561
EDL933_RS18825	41	65	227	111	111	106	213	36	609	419	35	137	840	593	108	68	47	339	142	158	74	353	273	312
EDL933_RS18830	17	39	86	71	77	74	391	75	2437	177	112	43	2228	2258	182	1127	1003	7301	1416	2133	1216	210	134	180
EDL933_RS18835	14	61	68	97	118	114	145	78	1627	302	46	76	1596	2078	120	140	115	773	336	428	273	133	79	72
EDL933_RS18840	11	32	54	16	39	20	333	128	1457	35	41	33	1409	2044	244	271	237	1613	104	124	63	1247	1030	1056
EDL933_RS18845	21	41	72	52	49	61	62	16	551	84	49	67	741	754	66	532	321	1818	373	324	199	157	178	180
EDL933_RS18850	25	27	51	89	51	54	93	65	565	171	77	91	773	579	91	492	284	1765	301	267	197	112	96	117
EDL933_RS18855	70	39	191	207	115	162	54	13	304	27	218	166	244	225	66	1547	1252	8865	90	132	88	539	465	561
EDL933_RS18860	134	94	364	363	183	281	123	23	481	53	314	330	373	419	113	2510	2198	15438	165	224	130	906	809	964
EDL933_RS18865	347	320	1268	1281	647	971	466	70	940	136	577	929	837	1097	450	7205	6668	46109	593	538	356	3171	2694	3174
EDL933_RS18870	158	174	603	566	347	425	223	16	187	40	146	371	124	233	222	3049	2865	18174	292	246	180	1704	1412	1532
EDL933_RS18875	15	31	56	28	44	67	2920	666	113	6452	2627	915	91	164	1343	925	460	3494	813	570	281	170	152	126
EDL933_RS18880	23	23	79	20	30	62	1813	297	115	4856	1489	543	110	151	661	726	378	2889	538	456	202	173	143	111
EDL933_RS18885	21	38	105	45	50	87	1948	282	177	6120	1714	702	159	211	592	553	340	2102	494	440	200	233	187	145
EDL933_RS18890	22	29	92	43	58	50	108	28	275	192	36	54	335	376	63	54	58	396	140	123	51	183	155	116
EDL933_RS18895	108	242	434	352	414	259	907	290	862	1572	390	760	604	723	506	552	434	3018	862	844	513	558	432	441
EDL933_RS18900	41	90	223	147	144	136	411	136	348	1134	253	412	343	356	215	217	157	1369	399	376	209	269	160	227
EDL933_RS18905	96	239	470	431	530	425	1075	336	3162	2454	886	1366	3276	3039	613	359	269	1905	762	765	409	590	352	455
EDL933_RS18910	76	189	362	361	391	284	551	97	1200	1093	260	522	1617	1717	295	149	125	854	679	555	329	458	243	277
EDL933_RS18915	90	150	369	285	283	249	518	77	669	737	201	349	812	874	223	380	174	1525	915	823	344	431	308	325
EDL933_RS18920	127	169	503	369	325	325	1127	371	1097	1110	619	675	655	1004	596	1851	1344	9128	1647	1699	821	584	417	559
EDL933_RS18925	349	674	1359	1088	1113	984	2008	543	2357	3743	1392	1873	2119	2253	1470	2179	1692	11290	2809	3027	1529	1817	1323	1508
EDL933_RS18930	77	136	260	211	231	211	481	73	572	874	260	420	570	464	312	222	224	1686	617	618	370	356	330	265
EDL933_RS18935	63	84	169	150	142	146	371	69	416	714	154	255	340	340	203	159	124	1011	481	474	284	180	173	195
EDL933_RS18945	3	22	33	35	27	62	266	33	242	506	14	125	271	446	87	82	39	303	451	371	160	32	16	19
EDL933_RS18950	24	41	97	117	94	147	553	55	575	934	61	398	678	1155	229	170	132	759	1155	1022	358	67	51	49
EDL933_RS18955	35	92	187	260	204	283	1020	170	1064	1323	78	651	1220	1687	444	267	218	1284	1916	1672	688	171	110	151
EDL933_RS18960	92	203	410	527	453	485	2086	366	2092	2006	135	1283	2185	3096	945	612	486	2930	4300	3598	1766	330	206	244
EDL933_RS18965	101	194	390	499	450	456	1981	351	2014	1838	143	1192	2100	2922	906	570	463	2789	4103	3425	1664	315	203	232
EDL933_RS18970	754	1249	2361	2324	2042	1659	3647	894	2472	7232	3411	3817	3131	3555	2171	1901	1636	10215	3723	3482	2127	4368	2781	2747
EDL933_RS18975	3053	4561	10023	8508	8203	7017	11623	2366	6791	22433	7660	14265	6403	8742	6943	5365	5065	34378	11621	13548	5929	12498	8597	9659
EDL933_RS18980	306	488	1139	839	1003	857	1189	208	1162	2442	540	1289	1157	1157	725	423	449	3181	973	1342	523	1418	1030	1036
EDL933_RS18985	16	45	85	65	95	100	229	22	181	562	131	250	294	273	187	61	47	335	167	172	49	162	117	93
EDL933_RS18990	647	1225	2541	3009	2532	2324	4697	1307	3957	11807	7686	8089	2759	3496	3017	1441	1107	7681	3176	3481	1401	2742	2102	2132
EDL933_RS18995	56	80	181	129	124	102	252	60	343	540	171	216	305	322	136	83	81	485	278	317	147	205	148	129
EDL933_RS19000	73	115	307	165	233	166	309	59	513	339	103	146	457	463	127	146	131	834	298	305	113	400	250	250
EDL933_RS19015	0	2	11	13	2	8	7	1	8	22	8	22	12	18	7	6	8	53	12	9	3	9	5	12
EDL933_RS19020	1	11	25	31	27	21	35	7	45	42	42	48	68	44	27	37	23	224	26	40	20	44	40	37
EDL933_RS19025	5	11	24	20	16	18	22	7	92	55	20	21	75	73	18	23	31	159	29	43	17	31	33	33
EDL933_RS19030	38	69	80	105	104	66	237	67	270	312	135	191	157	203	101	85	93	515	137	112	80	126	127	115
EDL933_RS19035	33	51	82	109	96	54	251	88	274	289	152	218	216	234	150	90	92	628	134	169	77	141	119	80
EDL933_RS19040	6	11	50	45	45	28	97	29	540	137	51	95	557	552	67	71	63	404	68	84	57	49	51	46
EDL933_RS19045	0	5	12	11	11	18	13	11	42	26	8	6	42	57	10	14	14	87	10	12	19	10	11	20
EDL933_RS19050	2	6	17	10	8	16	45	5	64	24	14	13	101	92	39	34	24	242	25	28	18	21	16	22
EDL933_RS19055	24	43	103	96	53	86	1018	192	490	113	166	417	510	522	623	263	159	1621	268	503	215	155	113	118
EDL933_RS19060	3	4	24	34	7	16	507	96	74	47	139	279	101	115	302	96	98	756	186	401	230	38	19	17
EDL933_RS19065	44	93	143	76	81	65	208	38	351	275	148	182	345	471	115	99	93	364	129	174	98	221	120	148
EDL933_RS19070	14	23	65	23	32	26	32	5	191	68	23	38	145	229	21	21	34	153	27	29	21	63	41	59
EDL933_RS19075	11	22	90	49	44	25	105	26	463	93	67	84	386	503	61	86	75	424	37	63	42	41	37	28
EDL933_RS19080	24	22	63	224	67	79	580	120	460	91	370	778	293	428	184	332	194	1787	151	162	119	59	68	39
EDL933_RS19085	18	18	58	220	50	66	578	98	228	78	367	803	174	175	166	239	153	1649	144	147	122	55	58	43
EDL933_RS19090	5	8	46	318	42	64	722	120	69	66	480	1107	62	48	196	310	183	1706	161	165	149	60	46	54
EDL933_RS19095	7	16	24	212	42	56	549	59	32	23	343	747	30	28	172	222	153	1197	77	107	94	37	28	45
EDL933_RS19100	22	32	40	400	60	103	1587	220	65	65	698	1591	75	41	520	612	391	3719	247	316	174	89	65	64
EDL933_RS19105	22	9	26	164	11	31	893	152	26	36	407	852	16	32	402	294	207	1864	111	195	95	43	21	26
EDL933_RS19110	9	19	23	174	19	28	1036	182	55	56	441	949	39	75	654	289	177	2042	148	434	203	49	34	25
EDL933_RS19115	1	10	9	75	17	16	764	140	13	30	299	676	14	21	504	132	111	1226	201	508	238	25	14	5
EDL933_RS19120	2	8	6	58	10	9	589	116	9	19	288	522	7	8	425	104	93	998	224	483	218	18	14	6
EDL933_RS19125	1	5	7	61	9	9	626	129	13	26	277	538	14	10	441	136	114	1073	280	570	251	17	5	7
EDL933_RS19130	8	15	55	40	32	26	464	101	455	137	210	283	590	392	252	49	43	403	120	142	72	42	33	23
EDL933_RS19135	21	33	96	136	74	53	1188	334	1070	318	571	734	1637	1157	765	112	93	886	207	326	138	101	74	87
EDL933_RS19140	5	18	34	50	30	19	523	145	431	129	288	322	719	609	378	59	34	422	57	117	48	34	30	44
EDL933_RS19145	26	47	84	142	52	69	1157	320	1221	246	583	760	1857	1519	758	118	120	1038	127	186	99	152	102	106
EDL933_RS19150	12	38	100	142	72	61	1062	272	1035	212	544	621	1500	1507	559	145	117	1094	108	154	84	154	104	124
EDL933_RS19155	21	26	73	100	46	50	601	121	1386	200	130	151	2378	2150	306	135	124	799	160	170	89	205	140	185
EDL933_RS19160	2	11	11	12	8	3	35	11	177	36	20	16	298	194	21	37	18	181	14	25	8	15	17	27
EDL933_RS19165	152	348	734	619	637	484	958	174	688	1485	555	1145	740	734	612	324	336	2501	676	861	443	709	509	536
EDL933_RS19170	4	3	18	21	20	7	45	4	97	37	9	19	97	87	20	23	14	63	42	43	9	26	14	14
EDL933_RS19175	1	2	4	14	15	15	33	4	44	9	1	0	26	26	8	8	5	35	16	19	4	19	10	11
EDL933_RS19180	5	16	34	41	42	22	133	5	51	19	5	14	42	49	9	14	6	64	22	26	11	53	44	23
EDL933_RS19185	4	4	3	10	9	7	33	1	13	13	4	7	3	9	0	3	0	16	1	1	0	12	9	12
EDL933_RS19190	44	60	129	148	130	149	217	63	305	421	78	207	191	239	147	114	100	620	165	215	145	148	98	120
EDL933_RS19200	447	862	1898	1232	1515	1164	2447	619	4452	3201	1212	1549	5655	5506	1404	1185	1201	6903	2667	2610	1055	16005	10475	10734
EDL933_RS19205	189	289	868	438	456	391	1244	272	1201	1381	462	816	938	1325	679	530	577	3391	1501	1422	515	988	658	799
EDL933_RS19210	244	395	1064	552	603	428	1412	274	1110	1795	519	1254	1044	1371	785	576	624	3718	1760	1863	601	1086	780	792
EDL933_RS19215	361	549	1367	642	765	583	1729	254	1248	2434	603	1515	1088	1652	1066	754	784	4491	2410	2574	932	1331	1011	1053
EDL933_RS19220	233	237	782	373	385	362	1010	160	729	1623	279	763	618	888	665	475	426	2666	1609	1657	546	823	559	612
EDL933_RS19225	269	326	1046	538	606	506	1253	200	1098	1876	344	908	866	1113	780	668	576	3851	2168	2036	701	1020	729	707
EDL933_RS19230	153	248	618	336	400	312	885	137	934	1118	274	664	849	959	567	608	514	3283	1968	1552	630	651	395	398
EDL933_RS19235	57	104	254	103	122	68	95	29	462	101	54	78	243	422	37	1173	1021	6020	2958	2186	658	313	190	212
EDL933_RS19240	19	20	38	18	5	15	75	32	647	59	31	48	197	477	48	2721	2498	14671	6573	5968	1767	70	55	75
